year,lt_mean,lt_std,lt_gauss_lo,lt_gauss_hi,frac_tipped,p5,p50,p95,mean,std
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031,0.00023483709325793447,5.8544716097230776e-05,0.00012008944970736215,0.0003495847368085068,0.0,0.00016277507288720017,0.0002441626095972538,0.0002798645050816617,0.00023483709325793447,4.6312164631483935e-05
2032,0.00042846826594869887,0.00011144946876484596,0.0002100273071696008,0.0006469092247277969,0.0,0.00029816612077127047,0.00042897361272054013,0.0005210650583009624,0.00042846826594869887,6.91507151269006e-05
2033,0.0005993374292196218,0.0001462653036021777,0.00031265743415935347,0.0008860174242798901,0.0,0.0004257190337142447,0.0006114128836998134,0.0007182496409186001,0.0005993374292196218,9.153945684790955e-05
2034,0.0007531356464467982,0.00019378111364432016,0.00037332466370393065,0.0011329466291896658,0.0,0.0005420640924569398,0.0007466239880571379,0.0009296263197455801,0.0007531356464467982,0.00011316635630313926
2035,0.0008949199182296231,0.00022329060742620754,0.0004572703276742563,0.0013325695087849899,0.0,0.000652027595116067,0.0008886459195167618,0.001098608809968482,0.0008949199182296231,0.00013303620839483885
2036,0.0010295782846291587,0.0002602202955337418,0.0005195465053830248,0.0015396100638752927,0.0,0.0007555852162610677,0.0010325219454543344,0.0012760258073285513,0.0010295782846291587,0.00015328915996369767
2037,0.001155211650955764,0.0002947069887682119,0.0005775859529700688,0.0017328373489414594,0.0,0.0008442840949030028,0.0011509145789290187,0.0014336980724394266,0.001155211650955764,0.00017459180191186686
2038,0.0012759459141860514,0.00031952779853128277,0.0006496714290647372,0.0019022203993073656,0.0,0.000941433635226474,0.0012732449544472502,0.0015804892322890396,0.0012759459141860514,0.00019324483056981718
2039,0.0013911350778166396,0.0003592766833371286,0.0006869527784758675,0.0020953173771574114,0.0,0.0010239972917602813,0.0013911883351980237,0.0017425506584345385,0.0013911350778166396,0.00021201874850385519
2040,0.0015023851520953372,0.00038963627595478556,0.0007386980512239575,0.002266072252966717,0.00014316127097872483,0.0011036436138311956,0.0015027889777030623,0.0018829161657407667,0.014686072259065425,1.1017753069863079
2041,0.0016077808744361527,0.0004151386098882881,0.000794109199055108,0.002421452549817197,0.00014316127097872483,0.0011873202193868337,0.001601635433878812,0.00201759743916341,0.014871538917771135,1.1084669272249277
2042,0.0017118033389513848,0.00044678291120092695,0.000836108832997568,0.0025874978449052016,0.00014316127097872483,0.0012590795156697254,0.0017067558086836243,0.0021526453380715793,0.014971721480580418,1.108146026688254
2043,0.0018127305893681476,0.00047802166527333156,0.0008758081254324178,0.0027496530533038773,0.00014316127097872483,0.001337687205449356,0.0018036655575315308,0.002293730535996019,0.015068244884960842,1.1077779970406911
2044,0.001910037121958103,0.0005073794680399146,0.0009155733645998703,0.002904500879316336,0.00014316127097872483,0.0014039290352485523,0.0018961859165500528,0.0024186879713283815,0.015161123510616669,1.10740795662928
2045,0.0020053921320511234,0.0005399593428379035,0.0009470718200888326,0.0030637124440134143,0.00014316127097872483,0.0014698937178536653,0.001997041903933905,0.0025498124035294722,0.015252057977548925,1.107038532072031
2046,0.0020979983337945218,0.0005543143728914401,0.001011542162927299,0.0031844545046617444,0.00014316127097872483,0.0015458916525545874,0.0020876660002500103,0.0026545203983374677,0.015340239355604864,1.106668749476236
2047,0.0021884035252516996,0.0005919333977644214,0.0010282140656334335,0.0033485929848699656,0.00014316127097872483,0.0015976807066664378,0.002169492638159909,0.0027815475021952807,0.015426226657625778,1.1062995472602637
2048,0.0022770505823678667,0.0006215383420382636,0.00105883543197287,0.0034952657327628634,0.00014316127097872483,0.0016718249305824884,0.0022573706232265067,0.0029149016146590156,0.015510453223915732,1.1059301273173128
2049,0.002364009808949321,0.0006518992680781821,0.001086287243516084,0.003641732374382558,0.00014316127097872483,0.0017266241886915168,0.002346125074836891,0.003030422724847881,0.015593017980297537,1.1055628824866384
2050,0.0024493322965646845,0.0006722191260521981,0.0011317828095023762,0.003766881783626993,0.00014316127097872483,0.0017807225717092479,0.0024284008038222282,0.003125160823813644,0.015673922968585777,1.1051937129127491
2051,0.0025328456262805653,0.0006996356054500552,0.001161559839598457,0.0039041314129626735,0.00014316127097872483,0.0018490979496021964,0.0025104449520085836,0.003248369160502307,0.015752964655338098,1.1048200194787454
2052,0.0026151778758349057,0.0007403492597646277,0.0011640933266962353,0.0040662624249735765,0.00014316127097872483,0.0018977259220065434,0.0025827295324631905,0.003378424441535799,0.01583074867422421,1.104439925412722
2053,0.002696248789082208,0.0007517283993507817,0.0012228611263546759,0.00416963645180974,0.00014316127097872483,0.001961321242305303,0.002664475282898593,0.0034647780410068663,0.015907376032934347,1.1040685788282472
2054,0.0027754346566634044,0.0007833499484632966,0.001240068757675343,0.004310800555651466,0.00014316127097872483,0.002008922651697276,0.0027374421321724185,0.003575622548623869,0.01598210841799534,1.1036964040640298
2055,0.002853167603121496,0.0008149930685874551,0.001255781188690084,0.004450554017552908,0.00014316127097872483,0.0020589516047664347,0.0028209043385629684,0.003688937741941345,0.01605535279347158,1.1033212957489031
2056,0.002929308419650092,0.0008302734661569389,0.0013019724259824917,0.004556644413317692,0.00014316127097872483,0.002119583863802177,0.0028975399480657416,0.0037801307961160546,0.01612699705602839,1.1029455206629486
2057,0.003006534477541679,0.0008600028815308747,0.0013209288297411645,0.004692140125342193,0.00015182237411824932,0.0021711631728038583,0.0029684887138614613,0.0038911689358656076,0.01723749228590163,1.1575758564168903
2058,0.0030797051331805407,0.0008832340169462327,0.0013485664599659246,0.004810843806395157,0.00015182237411824932,0.002222167281118459,0.0030357752272891503,0.003988635315010924,0.01731419190407782,1.1580524168068358
2059,0.0031539158960832195,0.0009032630014615961,0.0013835204132184912,0.004924311378947948,0.00015182237411824932,0.002281445520679881,0.003108758919978527,0.004087971523603073,0.017383252818960138,1.157630616989411
2060,0.003228635952149686,0.000928838001357235,0.0014081134694895053,0.005049158434809867,0.00015182237411824932,0.0023212541400141617,0.0031823480494352907,0.004178930142728632,0.017452748236096185,1.157201145500887
2061,0.0032996035690322145,0.0009551984199163144,0.0014274146659962383,0.005171792472068191,0.00015182237411824932,0.002371525156519283,0.003257563022884824,0.004281921996351912,0.01751854577408951,1.15677598554669
2062,0.003370905437333834,0.0009756011834838318,0.0014587271177055237,0.005283083756962145,0.00015182237411824932,0.0024201962894210283,0.003329772506788231,0.004371398656388692,0.0175846524206453,1.1563488589490505
2063,0.0034385565144129633,0.0009981829554916999,0.0014821179216492316,0.005394995107176695,0.00015182237411824932,0.002472011663812168,0.00338910128263592,0.004468377574795568,0.01764712063025596,1.1559227259963973
2064,0.0035104493842932185,0.001030401678825399,0.0014908620937954366,0.005530036674791,0.00015182237411824932,0.0025173921809340527,0.0034569725645638982,0.0045781955385848505,0.017713777516599128,1.1554924333186873
2065,0.0035775098547353172,0.0010417817009056307,0.001535617720960281,0.005619401988510353,0.00015182237411824932,0.0025549877790354003,0.0035379591913908826,0.004638551180846662,0.017775608169100288,1.1550625564313175
2066,0.0036449680753652034,0.0010828166804088823,0.001522647381763794,0.005767288768966613,0.00015182237411824932,0.002587180954805035,0.0035879016287765353,0.0047528143156228,0.01783779239711276,1.1546292362803399
2067,0.003710700975321711,0.0011101183382322688,0.001534869032386464,0.005886532918256958,0.00015182237411824932,0.0026401252405605646,0.0036573261269268187,0.004860361917025102,0.01789826595228759,1.154197075433768
2068,0.0037788931272872543,0.0011172210246712666,0.0015891399189315717,0.005968646335642936,0.00015182237411824932,0.0027035824778920414,0.003721465012773706,0.004938024527234575,0.017961250636914998,1.1537690783439594
2069,0.003843417111581062,0.0011506029434116272,0.0015882353424942729,0.006098598880667851,0.00015182237411824932,0.002735855695590317,0.003794097312947997,0.005037061582413571,0.018020471875060746,1.1533335448147135
2070,0.003909625879599919,0.0011717671217326142,0.001612962321003995,0.006206289438195843,0.00015182237411824932,0.0027739480948696382,0.0038510302204031177,0.005117482338334867,0.018081279835279615,1.1528901848550437
2071,0.003972081623695785,0.001203404931615637,0.0016134079577291363,0.006330755289662433,0.00015182237411824932,0.002812709778510225,0.003912841466302552,0.005219519641741499,0.01813835152906801,1.1524481906848283
2072,0.00403551560224409,0.0012076442544639576,0.0016685328634947327,0.0064024983409934465,0.00015182237411824932,0.002855403934631795,0.003981338563363579,0.00527069244355971,0.018196483345395854,1.1520127525600459
2073,0.004096835147698686,0.0012507234316672111,0.001645417221630952,0.00654825307376642,0.00015182237411824932,0.0029003492173274026,0.0040324629942745105,0.005401796080661825,0.01825254743974347,1.151581005673732
2074,0.004158801643997473,0.001261784938577648,0.0016857031643852825,0.006631900123609663,0.00015182237411824932,0.0029445914876191637,0.004098048930245568,0.00546816136477446,0.01830914858749334,1.151140565322546
2075,0.004222064865848955,0.001275487711183132,0.0017221089519300166,0.006722020779767894,0.00015182237411824932,0.0029920466658950318,0.004157396993775819,0.005543022088261296,0.018367061062558483,1.1507012698203152
2076,0.0042820023747475455,0.0013072431688243569,0.001719805763851806,0.006844198985643285,0.00015182237411824932,0.003026558189134221,0.004208847995812448,0.0056410445267829346,0.018421658846095677,1.15026289647355
2077,0.004339518287264978,0.001336524331208011,0.0017199305980972763,0.00695910597643268,0.00015182237411824932,0.003058289136959047,0.00427555583186745,0.005731337799375069,0.018473803059747815,1.149821994469926
2078,0.004400647647911479,0.0013600057986451475,0.0017350362825669903,0.0070662590132559685,0.00015182237411824932,0.0030941089740110783,0.004337054575387356,0.005814120571301373,0.018529589597104896,1.1493834461259633
2079,0.004456924196463645,0.0013615171543079896,0.0017883505740199854,0.0071254978189073045,0.00015182237411824932,0.003140714586180593,0.004388910070218799,0.005863748894796572,0.018580450358740383,1.1489390939883546
2080,0.004515537969862174,0.0014122071121391855,0.0017476120300693706,0.007283463909654978,0.00015182237411824932,0.00316071745771751,0.004452649655917185,0.005985131681995881,0.018633555154275276,1.1484873639934
2081,0.004572235267448088,0.0014282970973056308,0.0017727729567290516,0.007371697578167124,0.00015182237411824932,0.003191008346448143,0.004500701893306314,0.006047602541059405,0.018684860759881843,1.1480449765662066
2082,0.004627717659503686,0.0014605682899571093,0.0017650038111877518,0.00749043150781962,0.00015182237411824932,0.0032148966297995685,0.004546656679593752,0.006136033209713787,0.01873503543389657,1.1476093149793936
2083,0.0046873267975108485,0.0014662591105718548,0.0018134589407900132,0.007561194654231684,0.00015182237411824932,0.0032793200404057643,0.004614237995781423,0.006211838261549474,0.018789266676306454,1.1471680484297326
2084,0.004742601333133751,0.0014941144549140972,0.0018141370015021209,0.007671065664765382,0.00015182237411824932,0.0033001107965446863,0.0046729053792660125,0.006288339706372881,0.01883900419800593,1.1467141810736516
2085,0.004797533771386669,0.0015078042522986834,0.001842237436881249,0.007752830105892088,0.00015182237411824932,0.0033596387282841533,0.004726167807689308,0.00637524723288152,0.018888506258998742,1.1462687910860219
2086,0.0048546322366803275,0.001536343165753351,0.0018433996318037594,0.007865864841556896,0.00015182237411824932,0.0033807458478918306,0.00478332916884483,0.006453432179398533,0.018940188723832945,1.145824577081062
2087,0.0049060521075543215,0.0015631396802717745,0.0018422983342216434,0.007969805880886999,0.00015182237411824932,0.0034129277644012745,0.004823690002808689,0.006539207124944824,0.018986146589297766,1.1453767053427755
2088,0.004961814788243914,0.0015958392324932902,0.0018339698925570651,0.008089659683930762,0.00015182237411824932,0.003459880936418358,0.0048822005325632745,0.006651559401404938,0.019036410915708228,1.144925969063186
2089,0.005011926422987728,0.0016015782968281655,0.0018728329612045236,0.008151019884770933,0.00015182237411824932,0.003487038506477802,0.004921321017548053,0.006690195100134133,0.019081000423308785,1.1444733695077862
2090,0.0050669476238165345,0.0016437449978923269,0.0018452074279475738,0.008288687819685496,0.00015182237411824932,0.003494355171085317,0.004988617084222824,0.006781845166869971,0.019130510813979165,1.1440217020855328
2091,0.005115818027000685,0.0016593398758146805,0.0018635118704039113,0.008368124183597458,0.00015182237411824932,0.0035320743144495736,0.005036956819992611,0.0068507540660789346,0.019173832838918433,1.143567028215268
2092,0.005171765671770103,0.0016760676508909,0.001886673076023939,0.008456858267516267,0.00015182237411824932,0.0035747085973980575,0.00509676608544396,0.0069268438991798575,0.01922424740930582,1.1431136372354087
2093,0.005219392969817683,0.0016888136251225205,0.0019093182645775432,0.008529467675057825,0.00015182237411824932,0.0035968706470157485,0.005138775769353288,0.00697449789726079,0.01926628332539368,1.142655584327106
2094,0.005273899159100094,0.001714306774402985,0.0019138578812702431,0.008633940436929943,0.00015182237411824932,0.0036376114707081797,0.005189936083382918,0.00706622501951415,0.019315114937048863,1.142190939049164
2095,0.0053250490613785,0.001763614715599715,0.001868364218803058,0.008781733903953941,0.00015182237411824932,0.003656213476688208,0.0052359781335553635,0.007183442907887638,0.019360576605752258,1.141725217246389
2096,0.005372215440445736,0.001750013289125718,0.0019421893937593285,0.008802241487132142,0.00015182237411824932,0.0037017130750882643,0.005291886604652518,0.0072017396533397005,0.019402022999360644,1.1412569816953937
2097,0.005418990804445415,0.0017934695755172925,0.0019037904364315218,0.008934191172459308,0.00015182237411824932,0.003717916618484196,0.00533827385567065,0.007304855769518781,0.019443141077056192,1.1407937514842517
2098,0.005471984297722469,0.0018302326399322055,0.0018847283234553463,0.009059240271989592,0.00015182237411824932,0.0037473310378288716,0.005369777505848106,0.007407796317693283,0.01949064117299995,1.1403436067161976
2099,0.005519077483809396,0.0018485687952818353,0.001895882645056999,0.009142272322561793,0.00015182237411824932,0.0037853725032732655,0.00541955207609135,0.007482510093836936,0.019532171707991552,1.139887971350661
2100,0.005566008032822221,0.0018771972428055506,0.0018867014369233423,0.0092453146287211,0.00015182237411824932,0.003804987420608086,0.005463461130261749,0.007559381906219187,0.019573595412794607,1.139436775706205
2101,0.00561267632231724,0.0018853595570078596,0.0019173715905818354,0.009307981054052644,0.00015182237411824932,0.0038197139517137657,0.005509712377715914,0.007590433065729485,0.019614853170473203,1.1389932784876637
2102,0.005661962908403319,0.0019166416493021643,0.0019053452757710771,0.009418580541035561,0.00015182237411824932,0.0038397198139250577,0.005551884156318465,0.007673003112529386,0.0196585861924235,1.1385384096735218
2103,0.005707608784363267,0.0019178956428334004,0.0019485333244098025,0.009466684244316733,0.00015182237411824932,0.0038609689738677844,0.005611328033694463,0.007696760259534585,0.019698526497480634,1.1380714523732247
2104,0.005754171948344039,0.001969594914541517,0.001893765915842666,0.009614577980845413,0.00015182237411824932,0.0038865131834597832,0.005658066652358684,0.007825703012542817,0.019739382168612145,1.1376043383579233
2105,0.00580036872183164,0.0019893540631699125,0.0019012347580186113,0.009699502685644668,0.00015182237411824932,0.003917379331142001,0.005699607069686863,0.007896087457481826,0.01977987901519326,1.1371378978461333
2106,0.005844725519832322,0.0019841770825479443,0.0019557384380383515,0.009733712601626292,0.00015182237411824932,0.003967876116206526,0.005740460623826493,0.007936230281302414,0.019818533025025214,1.1366711658908515
2107,0.005887980347620371,0.002028364195894028,0.0019123865236680762,0.009863574171572666,0.00015182237411824932,0.00395327870279516,0.005785469965502443,0.008010007094583216,0.019855927403732227,1.1361919400561329
2108,0.005933527828179193,0.002044631683162379,0.00192604972918093,0.009941005927177456,0.00015182237411824932,0.004009127202664331,0.005830027440367758,0.008098390568989089,0.0198957783483191,1.1357257804821557
2109,0.005980549430895377,0.00206913156617361,0.0019250515611951013,0.010036047300595652,0.00015182237411824932,0.004035721748607557,0.005871995942641206,0.008173984880954777,0.01993694517226731,1.1352470523784701
2110,0.006023385863650261,0.0020835764065196827,0.0019395761068716827,0.01010719562042884,0.00015182237411824932,0.004050965356583447,0.005913691096282037,0.008218118169622812,0.019973993973404536,1.1347737315690265
2111,0.006067033149244856,0.0020843138415216345,0.001981778019862453,0.010152288278627259,0.00015182237411824932,0.004076430654720298,0.005961659672948372,0.008245058337763567,0.020011814676301018,1.1342972427853448
2112,0.006110622143717521,0.0021273587272219174,0.0019409990383625628,0.010280245249072478,0.00015182237411824932,0.004094612647520535,0.006004027653716548,0.00834933010196437,0.02004969679192133,1.1338304002223456
2113,0.006150409033015931,0.002147878766578515,0.001940566650522042,0.01036025141550982,0.00015182237411824932,0.0041087960696017944,0.006043553409540436,0.008404553602758824,0.020083723896912493,1.133359287641823
2114,0.006193768182875357,0.002170936365786247,0.0019387329059343131,0.0104488034598164,0.00015182237411824932,0.004139970117478242,0.006086382114744993,0.008481842849050736,0.02012113181686494,1.1328729110595608
2115,0.006234282823653015,0.002208733396713569,0.0019051653660944199,0.01056340028121161,0.00015182237411824932,0.00414663985424113,0.0061139081566352615,0.008564106647668268,0.020155796372479592,1.1323947024454135
2116,0.006277327342847595,0.0022322153441223236,0.0019021852683678408,0.01065246941732735,0.00015182237411824932,0.0041648771201607815,0.0061664476760370235,0.008629307808405429,0.020193087757433146,1.1319241170451693
2117,0.006317163023383189,0.0022503110841398666,0.0019065532984690508,0.010727772748297327,0.00015182237411824932,0.004177717543996096,0.006194662330472056,0.008678339712275829,0.020227197978778446,1.131455810732154
2118,0.006359985362466944,0.002282144445331369,0.001886982249617461,0.010832988475316427,0.00015182237411824932,0.004190685957894402,0.006232133904404691,0.00875497484855714,0.020264246969167152,1.1309837582938238
2119,0.006399867214778282,0.0022951140962845784,0.0019014435860605083,0.010898290843496056,0.00015182237411824932,0.004209930094134506,0.006286895531104619,0.008800158286703663,0.020298308453876715,1.1305079312586794
2120,0.00643818617715364,0.0023178548389068965,0.001895190692896123,0.010981181661411158,0.00015182237411824932,0.004211400086262529,0.0063212728591111045,0.008847109764076322,0.020330877269759268,1.1300377193404667
2121,0.006483576635514339,0.002349260814327181,0.001879025439433064,0.011088127831595613,0.00015182237411824932,0.004228952828100319,0.006375442392680952,0.00892747445675468,0.020370397798430962,1.1295579490095597
2122,0.006518499782703793,0.002362036220660002,0.0018889087902101889,0.011148090775197397,0.00015182237411824932,0.004240712483749576,0.006397873822550082,0.00896478492506958,0.02039946728088754,1.1290795638332922
2123,0.00656074461236261,0.002383587180077029,0.0018889137394116325,0.011232575485313586,0.00015182237411824932,0.004252558343864621,0.006448881728715605,0.00901973270401868,0.020435846756871306,1.128600273782681
2124,0.00659473016301118,0.0024155691384919464,0.001860214651566965,0.011329245674455396,0.00015182237411824932,0.0042905986830987786,0.006480059357727441,0.009121736960082671,0.020463877762258914,1.12811381584346
2125,0.006634302739950066,0.002456875891709842,0.0018188259921987759,0.011449779487701357,0.00015182237411824932,0.004317088533412061,0.006522146729537326,0.009230840316831745,0.020497542986390827,1.1276312275518554
2126,0.006674865262126053,0.002465905625825826,0.0018416902355074339,0.011508040288744671,0.00015182237411824932,0.0043272959842965975,0.006559990819710038,0.00925910723594825,0.020532105729798068,1.1271412432350876
2127,0.00670991182153608,0.0024691364174600494,0.0018704044433143835,0.011549419199757778,0.00015182237411824932,0.004350412922349278,0.006589651397348462,0.009288685757269377,0.020561403691546864,1.1266712884631283
2128,0.006742821929332603,0.0024988163445982536,0.0018451418939200255,0.01164050196474518,0.00015182237411824932,0.004356737048283321,0.006624719547687619,0.009354369737479828,0.020588522315253585,1.1261979287981552
2129,0.006788269954120736,0.002528663011247545,0.0018320904520755478,0.011744449456165925,0.00015182237411824932,0.0043740835522498855,0.006676672524008609,0.009431409574744976,0.020628033602706132,1.1257130245023688
2130,0.006825214519359337,0.002553908905156277,0.0018195530652530345,0.011830875973465639,0.00015182237411824932,0.004392159942767648,0.006716435248677044,0.009499977753080202,0.020659088548529794,1.1252318847483354
2131,0.006859017683972538,0.002592035613702137,0.0017786278811163488,0.011939407486828726,0.00015182237411824932,0.004390073470972311,0.006739828191371089,0.009574144698376585,0.020687026243393254,1.124752693767659
2132,0.006896207157113062,0.002597501947576575,0.0018051033398629752,0.011987310974363148,0.00015182237411824932,0.004425327465185092,0.006780789945537435,0.009620331360338241,0.0207183993490524,1.1242774447528698
2133,0.006931594644321358,0.0026064938424497086,0.0018228667131199288,0.012040322575522787,0.00015182237411824932,0.004444021124072606,0.006813501056512905,0.009657008808972023,0.020747909344575523,1.123797309799348
2134,0.0069675425067380605,0.0026542489443670547,0.0017652145757786333,0.012169870437697489,0.00015182237411824932,0.0044540952742977424,0.006833148947293921,0.009762593163031852,0.020777928541227696,1.1233131237812837
2135,0.007003004443529742,0.00269160494639209,0.0017274587486012455,0.012278550138458237,0.00015182237411824932,0.0044511305532068945,0.006878200797189038,0.009834340445991074,0.020807482573432862,1.1228306268703898
2136,0.007036517242930989,0.002688149158558417,0.001767744892156491,0.012305289593705486,0.00015182237411824932,0.004469405060092413,0.006898467827909371,0.009845703377209247,0.020834989651549847,1.122340335037454
2137,0.007074166938682146,0.0027042711380431683,0.0017737955081175358,0.012374538369246756,0.00015182237411824932,0.004488321198437006,0.00693431130684985,0.009896863474523343,0.0208667479786841,1.1218591647781226
2138,0.007107053899769517,0.002699758418600595,0.0018155273993123505,0.012398580400226684,0.00015182237411824932,0.004513028855512857,0.0069880319188087014,0.009912545692714048,0.020893765747546207,1.121379773429971
2139,0.007140169892651638,0.002751229972375313,0.0017477591467960248,0.012532580638507252,0.00015182237411824932,0.004509030171107042,0.007024003690503378,0.010011490115857669,0.020921004334482456,1.1208997548156345
2140,0.007176678317410929,0.0027851487601537883,0.0017177867475095037,0.012635569887312355,0.00015182237411824932,0.004513852553600373,0.00704822419663742,0.01008415007390795,0.020951503109699877,1.12040924103304
2141,0.007209293981867703,0.0027960002086047098,0.0017291335730024717,0.012689454390732935,0.00015182237411824932,0.0045283510246463266,0.007087703147590219,0.010120351441855746,0.020978240399560984,1.1199292331686381
2142,0.007244152338255508,0.0028222651906162355,0.0017125125646476865,0.012775792111863329,0.00015182237411824932,0.004544888341229125,0.007139074031670134,0.010189418722461596,0.021007222234371573,1.1194493025916414
2143,0.007278302324953273,0.002851177429619156,0.001689994562899727,0.012866610087006819,0.00015182237411824932,0.004540665601382443,0.007154563684252935,0.010243020460620755,0.021035450157884085,1.1189657977187761
2144,0.007307756180191254,0.002875622569575853,0.0016715359438225818,0.012943976416559925,0.00015182237411824932,0.004548994563435826,0.007182971097563495,0.010300239702587533,0.02105894195389585,1.1184791507482086
2145,0.0073447201789227715,0.0029240838600230745,0.0016135158132775454,0.013075924544567998,0.00015182237411824932,0.004573979956035146,0.0072146185544852415,0.010422147676081295,0.021090021551122298,1.1179986840133045
2146,0.007372918030706389,0.0029328169105724555,0.001624596885984376,0.0131212391754284,0.00015182237411824932,0.0045740473296973505,0.007241854507356038,0.010439681150842262,0.021112286984548836,1.1175144014574616
2147,0.007403996310061937,0.002941069590178813,0.0016394999133114638,0.013168492706812411,0.00015182237411824932,0.004586305732345863,0.007276473945694306,0.01046844491270349,0.02113727935772614,1.1170179229221537
2148,0.007437495170351376,0.0029536170032429254,0.001648405843995242,0.01322658449670751,0.00015182237411824932,0.004586446110010911,0.007313627995131355,0.010493680116496762,0.02116489237320586,1.1165373998430559
2149,0.00747222815837052,0.0029799790198126175,0.0016314692795377896,0.01331298703720325,0.00015182237411824932,0.0045924001199182385,0.00734313453847335,0.010552358159543473,0.0211937283332675,1.1160560335709222
2150,0.007502597137289178,0.0029986386252289776,0.001625265431840382,0.013379928842737974,0.00015182237411824932,0.0046139837081682344,0.007361965666063952,0.01061126095862619,0.021218222817639916,1.1155763892989898
